date,city,tourism_index,year,month,quarter,day_of_year,week_of_year,continent
2024-03-24,Amsterdam,0.5,2024,3,1,84,12,Europe
2024-03-24,Barcelona,0.37,2024,3,1,84,12,Europe
2024-03-24,London,0.47,2024,3,1,84,12,Europe
2024-03-24,Paris,0.39,2024,3,1,84,12,Europe
2024-03-24,Rome,0.6,2024,3,1,84,12,Europe
2024-03-24,Venice,0.67,2024,3,1,84,12,Europe
2024-03-31,Amsterdam,0.46,2024,3,1,91,13,Europe
2024-03-31,Barcelona,0.33,2024,3,1,91,13,Europe
2024-03-31,London,0.45,2024,3,1,91,13,Europe
2024-03-31,Paris,0.38,2024,3,1,91,13,Europe
2024-03-31,Rome,0.62,2024,3,1,91,13,Europe
2024-03-31,Venice,0.59,2024,3,1,91,13,Europe
2024-04-07,Amsterdam,0.49,2024,4,2,98,14,Europe
2024-04-07,Barcelona,0.39,2024,4,2,98,14,Europe
2024-04-07,London,0.46,2024,4,2,98,14,Europe
2024-04-07,Paris,0.37,2024,4,2,98,14,Europe
2024-04-07,Rome,0.66,2024,4,2,98,14,Europe
2024-04-07,Venice,0.63,2024,4,2,98,14,Europe
2024-04-14,Amsterdam,0.45,2024,4,2,105,15,Europe
2024-04-14,Barcelona,0.38,2024,4,2,105,15,Europe
2024-04-14,London,0.4,2024,4,2,105,15,Europe
2024-04-14,Paris,0.37,2024,4,2,105,15,Europe
2024-04-14,Rome,0.6,2024,4,2,105,15,Europe
2024-04-14,Venice,0.6,2024,4,2,105,15,Europe
2024-04-21,Amsterdam,0.43,2024,4,2,112,16,Europe
2024-04-21,Barcelona,0.36,2024,4,2,112,16,Europe
2024-04-21,London,0.43,2024,4,2,112,16,Europe
2024-04-21,Paris,0.38,2024,4,2,112,16,Europe
2024-04-21,Rome,0.61,2024,4,2,112,16,Europe
2024-04-21,Venice,0.71,2024,4,2,112,16,Europe
2024-04-28,Amsterdam,0.48,2024,4,2,119,17,Europe
2024-04-28,Barcelona,0.39,2024,4,2,119,17,Europe
2024-04-28,London,0.47,2024,4,2,119,17,Europe
2024-04-28,Paris,0.41,2024,4,2,119,17,Europe
2024-04-28,Rome,0.59,2024,4,2,119,17,Europe
2024-04-28,Venice,0.7,2024,4,2,119,17,Europe
2024-05-05,Amsterdam,0.45,2024,5,2,126,18,Europe
2024-05-05,Barcelona,0.38,2024,5,2,126,18,Europe
2024-05-05,London,0.44,2024,5,2,126,18,Europe
2024-05-05,Paris,0.41,2024,5,2,126,18,Europe
2024-05-05,Rome,0.6,2024,5,2,126,18,Europe
2024-05-05,Venice,0.63,2024,5,2,126,18,Europe
2024-05-12,Amsterdam,0.43,2024,5,2,133,19,Europe
2024-05-12,Barcelona,0.37,2024,5,2,133,19,Europe
2024-05-12,London,0.46,2024,5,2,133,19,Europe
2024-05-12,Paris,0.38,2024,5,2,133,19,Europe
2024-05-12,Rome,0.61,2024,5,2,133,19,Europe
2024-05-12,Venice,0.65,2024,5,2,133,19,Europe
2024-05-19,Amsterdam,0.42,2024,5,2,140,20,Europe
2024-05-19,Barcelona,0.36,2024,5,2,140,20,Europe
2024-05-19,London,0.46,2024,5,2,140,20,Europe
2024-05-19,Paris,0.38,2024,5,2,140,20,Europe
2024-05-19,Rome,0.65,2024,5,2,140,20,Europe
2024-05-19,Venice,0.64,2024,5,2,140,20,Europe
2024-05-26,Amsterdam,0.42,2024,5,2,147,21,Europe
2024-05-26,Barcelona,0.37,2024,5,2,147,21,Europe
2024-05-26,London,0.48,2024,5,2,147,21,Europe
2024-05-26,Paris,0.38,2024,5,2,147,21,Europe
2024-05-26,Rome,0.62,2024,5,2,147,21,Europe
2024-05-26,Venice,0.59,2024,5,2,147,21,Europe
2024-06-02,Amsterdam,0.4,2024,6,2,154,22,Europe
2024-06-02,Barcelona,0.37,2024,6,2,154,22,Europe
2024-06-02,London,0.43,2024,6,2,154,22,Europe
2024-06-02,Paris,0.37,2024,6,2,154,22,Europe
2024-06-02,Rome,0.56,2024,6,2,154,22,Europe
2024-06-02,Venice,0.61,2024,6,2,154,22,Europe
2024-06-09,Amsterdam,0.44,2024,6,2,161,23,Europe
2024-06-09,Barcelona,0.35,2024,6,2,161,23,Europe
2024-06-09,London,0.44,2024,6,2,161,23,Europe
2024-06-09,Paris,0.39,2024,6,2,161,23,Europe
2024-06-09,Rome,0.6,2024,6,2,161,23,Europe
2024-06-09,Venice,0.69,2024,6,2,161,23,Europe
2024-06-16,Amsterdam,0.43,2024,6,2,168,24,Europe
2024-06-16,Barcelona,0.33,2024,6,2,168,24,Europe
2024-06-16,London,0.45,2024,6,2,168,24,Europe
2024-06-16,Paris,0.37,2024,6,2,168,24,Europe
2024-06-16,Rome,0.59,2024,6,2,168,24,Europe
2024-06-16,Venice,0.65,2024,6,2,168,24,Europe
2024-06-23,Amsterdam,0.44,2024,6,2,175,25,Europe
2024-06-23,Barcelona,0.35,2024,6,2,175,25,Europe
2024-06-23,London,0.44,2024,6,2,175,25,Europe
2024-06-23,Paris,0.38,2024,6,2,175,25,Europe
2024-06-23,Rome,0.54,2024,6,2,175,25,Europe
2024-06-23,Venice,0.64,2024,6,2,175,25,Europe
2024-06-30,Amsterdam,0.42,2024,6,2,182,26,Europe
2024-06-30,Barcelona,0.31,2024,6,2,182,26,Europe
2024-06-30,London,0.42,2024,6,2,182,26,Europe
2024-06-30,Paris,0.34,2024,6,2,182,26,Europe
2024-06-30,Rome,0.5,2024,6,2,182,26,Europe
2024-06-30,Venice,0.68,2024,6,2,182,26,Europe
2024-07-07,Amsterdam,0.47,2024,7,3,189,27,Europe
2024-07-07,Barcelona,0.38,2024,7,3,189,27,Europe
2024-07-07,London,0.44,2024,7,3,189,27,Europe
2024-07-07,Paris,0.37,2024,7,3,189,27,Europe
2024-07-07,Rome,0.57,2024,7,3,189,27,Europe
2024-07-07,Venice,0.62,2024,7,3,189,27,Europe
2024-07-14,Amsterdam,0.5,2024,7,3,196,28,Europe
2024-07-14,Barcelona,0.35,2024,7,3,196,28,Europe
2024-07-14,London,0.48,2024,7,3,196,28,Europe
2024-07-14,Paris,0.38,2024,7,3,196,28,Europe
2024-07-14,Rome,0.54,2024,7,3,196,28,Europe
2024-07-14,Venice,0.64,2024,7,3,196,28,Europe
2024-07-21,Amsterdam,0.44,2024,7,3,203,29,Europe
2024-07-21,Barcelona,0.37,2024,7,3,203,29,Europe
2024-07-21,London,0.48,2024,7,3,203,29,Europe
2024-07-21,Paris,0.48,2024,7,3,203,29,Europe
2024-07-21,Rome,0.58,2024,7,3,203,29,Europe
2024-07-21,Venice,0.57,2024,7,3,203,29,Europe
2024-07-28,Amsterdam,0.44,2024,7,3,210,30,Europe
2024-07-28,Barcelona,0.32,2024,7,3,210,30,Europe
2024-07-28,London,0.47,2024,7,3,210,30,Europe
2024-07-28,Paris,0.46,2024,7,3,210,30,Europe
2024-07-28,Rome,0.52,2024,7,3,210,30,Europe
2024-07-28,Venice,0.58,2024,7,3,210,30,Europe
2024-08-04,Amsterdam,0.43,2024,8,3,217,31,Europe
2024-08-04,Barcelona,0.36,2024,8,3,217,31,Europe
2024-08-04,London,0.45,2024,8,3,217,31,Europe
2024-08-04,Paris,0.41,2024,8,3,217,31,Europe
2024-08-04,Rome,0.56,2024,8,3,217,31,Europe
2024-08-04,Venice,0.56,2024,8,3,217,31,Europe
2024-08-11,Amsterdam,0.51,2024,8,3,224,32,Europe
2024-08-11,Barcelona,0.37,2024,8,3,224,32,Europe
2024-08-11,London,0.47,2024,8,3,224,32,Europe
2024-08-11,Paris,0.42,2024,8,3,224,32,Europe
2024-08-11,Rome,0.58,2024,8,3,224,32,Europe
2024-08-11,Venice,0.58,2024,8,3,224,32,Europe
2024-08-18,Amsterdam,0.42,2024,8,3,231,33,Europe
2024-08-18,Barcelona,0.35,2024,8,3,231,33,Europe
2024-08-18,London,0.47,2024,8,3,231,33,Europe
2024-08-18,Paris,0.38,2024,8,3,231,33,Europe
2024-08-18,Rome,0.57,2024,8,3,231,33,Europe
2024-08-18,Venice,0.56,2024,8,3,231,33,Europe
2024-08-25,Amsterdam,0.45,2024,8,3,238,34,Europe
2024-08-25,Barcelona,0.34,2024,8,3,238,34,Europe
2024-08-25,London,0.43,2024,8,3,238,34,Europe
2024-08-25,Paris,0.35,2024,8,3,238,34,Europe
2024-08-25,Rome,0.52,2024,8,3,238,34,Europe
2024-08-25,Venice,0.57,2024,8,3,238,34,Europe
2024-09-01,Amsterdam,0.44,2024,9,3,245,35,Europe
2024-09-01,Barcelona,0.35,2024,9,3,245,35,Europe
2024-09-01,London,0.4,2024,9,3,245,35,Europe
2024-09-01,Paris,0.35,2024,9,3,245,35,Europe
2024-09-01,Rome,0.57,2024,9,3,245,35,Europe
2024-09-01,Venice,0.58,2024,9,3,245,35,Europe
2024-09-08,Amsterdam,0.43,2024,9,3,252,36,Europe
2024-09-08,Barcelona,0.31,2024,9,3,252,36,Europe
2024-09-08,London,0.41,2024,9,3,252,36,Europe
2024-09-08,Paris,0.36,2024,9,3,252,36,Europe
2024-09-08,Rome,0.59,2024,9,3,252,36,Europe
2024-09-08,Venice,0.55,2024,9,3,252,36,Europe
2024-09-15,Amsterdam,0.39,2024,9,3,259,37,Europe
2024-09-15,Barcelona,0.33,2024,9,3,259,37,Europe
2024-09-15,London,0.43,2024,9,3,259,37,Europe
2024-09-15,Paris,0.38,2024,9,3,259,37,Europe
2024-09-15,Rome,0.63,2024,9,3,259,37,Europe
2024-09-15,Venice,0.53,2024,9,3,259,37,Europe
2024-09-22,Amsterdam,0.39,2024,9,3,266,38,Europe
2024-09-22,Barcelona,0.32,2024,9,3,266,38,Europe
2024-09-22,London,0.39,2024,9,3,266,38,Europe
2024-09-22,Paris,0.36,2024,9,3,266,38,Europe
2024-09-22,Rome,0.61,2024,9,3,266,38,Europe
2024-09-22,Venice,0.53,2024,9,3,266,38,Europe
2024-09-29,Amsterdam,0.42,2024,9,3,273,39,Europe
2024-09-29,Barcelona,0.3,2024,9,3,273,39,Europe
2024-09-29,London,0.41,2024,9,3,273,39,Europe
2024-09-29,Paris,0.35,2024,9,3,273,39,Europe
2024-09-29,Rome,0.53,2024,9,3,273,39,Europe
2024-09-29,Venice,0.52,2024,9,3,273,39,Europe
2024-10-06,Amsterdam,0.42,2024,10,4,280,40,Europe
2024-10-06,Barcelona,0.32,2024,10,4,280,40,Europe
2024-10-06,London,0.4,2024,10,4,280,40,Europe
2024-10-06,Paris,0.33,2024,10,4,280,40,Europe
2024-10-06,Rome,0.5,2024,10,4,280,40,Europe
2024-10-06,Venice,0.51,2024,10,4,280,40,Europe
2024-10-13,Amsterdam,0.4,2024,10,4,287,41,Europe
2024-10-13,Barcelona,0.3,2024,10,4,287,41,Europe
2024-10-13,London,0.41,2024,10,4,287,41,Europe
2024-10-13,Paris,0.33,2024,10,4,287,41,Europe
2024-10-13,Rome,0.51,2024,10,4,287,41,Europe
2024-10-13,Venice,0.48,2024,10,4,287,41,Europe
2024-10-20,Amsterdam,0.4,2024,10,4,294,42,Europe
2024-10-20,Barcelona,0.31,2024,10,4,294,42,Europe
2024-10-20,London,0.42,2024,10,4,294,42,Europe
2024-10-20,Paris,0.36,2024,10,4,294,42,Europe
2024-10-20,Rome,0.53,2024,10,4,294,42,Europe
2024-10-20,Venice,0.5,2024,10,4,294,42,Europe
2024-10-27,Amsterdam,0.39,2024,10,4,301,43,Europe
2024-10-27,Barcelona,0.31,2024,10,4,301,43,Europe
2024-10-27,London,0.41,2024,10,4,301,43,Europe
2024-10-27,Paris,0.32,2024,10,4,301,43,Europe
2024-10-27,Rome,0.47,2024,10,4,301,43,Europe
2024-10-27,Venice,0.48,2024,10,4,301,43,Europe
2024-11-03,Amsterdam,0.45,2024,11,4,308,44,Europe
2024-11-03,Barcelona,0.29,2024,11,4,308,44,Europe
2024-11-03,London,0.37,2024,11,4,308,44,Europe
2024-11-03,Paris,0.32,2024,11,4,308,44,Europe
2024-11-03,Rome,0.46,2024,11,4,308,44,Europe
2024-11-03,Venice,0.35,2024,11,4,308,44,Europe
2024-11-10,Amsterdam,0.38,2024,11,4,315,45,Europe
2024-11-10,Barcelona,0.27,2024,11,4,315,45,Europe
2024-11-10,London,0.4,2024,11,4,315,45,Europe
2024-11-10,Paris,0.34,2024,11,4,315,45,Europe
2024-11-10,Rome,0.49,2024,11,4,315,45,Europe
2024-11-10,Venice,0.41,2024,11,4,315,45,Europe
2024-11-17,Amsterdam,0.33,2024,11,4,322,46,Europe
2024-11-17,Barcelona,0.26,2024,11,4,322,46,Europe
2024-11-17,London,0.39,2024,11,4,322,46,Europe
2024-11-17,Paris,0.34,2024,11,4,322,46,Europe
2024-11-17,Rome,0.43,2024,11,4,322,46,Europe
2024-11-17,Venice,0.43,2024,11,4,322,46,Europe
2024-11-24,Amsterdam,0.33,2024,11,4,329,47,Europe
2024-11-24,Barcelona,0.26,2024,11,4,329,47,Europe
2024-11-24,London,0.37,2024,11,4,329,47,Europe
2024-11-24,Paris,0.3,2024,11,4,329,47,Europe
2024-11-24,Rome,0.38,2024,11,4,329,47,Europe
2024-11-24,Venice,0.34,2024,11,4,329,47,Europe
2024-12-01,Amsterdam,0.32,2024,12,4,336,48,Europe
2024-12-01,Barcelona,0.26,2024,12,4,336,48,Europe
2024-12-01,London,0.38,2024,12,4,336,48,Europe
2024-12-01,Paris,0.39,2024,12,4,336,48,Europe
2024-12-01,Rome,0.43,2024,12,4,336,48,Europe
2024-12-01,Venice,0.38,2024,12,4,336,48,Europe
2024-12-08,Amsterdam,0.38,2024,12,4,343,49,Europe
2024-12-08,Barcelona,0.25,2024,12,4,343,49,Europe
2024-12-08,London,0.38,2024,12,4,343,49,Europe
2024-12-08,Paris,0.36,2024,12,4,343,49,Europe
2024-12-08,Rome,0.46,2024,12,4,343,49,Europe
2024-12-08,Venice,0.43,2024,12,4,343,49,Europe
2024-12-15,Amsterdam,0.37,2024,12,4,350,50,Europe
2024-12-15,Barcelona,0.25,2024,12,4,350,50,Europe
2024-12-15,London,0.38,2024,12,4,350,50,Europe
2024-12-15,Paris,0.34,2024,12,4,350,50,Europe
2024-12-15,Rome,0.46,2024,12,4,350,50,Europe
2024-12-15,Venice,0.4,2024,12,4,350,50,Europe
2024-12-22,Amsterdam,0.46,2024,12,4,357,51,Europe
2024-12-22,Barcelona,0.31,2024,12,4,357,51,Europe
2024-12-22,London,0.46,2024,12,4,357,51,Europe
2024-12-22,Paris,0.41,2024,12,4,357,51,Europe
2024-12-22,Rome,0.58,2024,12,4,357,51,Europe
2024-12-22,Venice,0.53,2024,12,4,357,51,Europe
2024-12-29,Amsterdam,0.56,2024,12,4,364,52,Europe
2024-12-29,Barcelona,0.36,2024,12,4,364,52,Europe
2024-12-29,London,0.53,2024,12,4,364,52,Europe
2024-12-29,Paris,0.44,2024,12,4,364,52,Europe
2024-12-29,Rome,0.66,2024,12,4,364,52,Europe
2024-12-29,Venice,0.61,2024,12,4,364,52,Europe
2025-01-05,Amsterdam,0.51,2025,1,1,5,1,Europe
2025-01-05,Barcelona,0.41,2025,1,1,5,1,Europe
2025-01-05,London,0.45,2025,1,1,5,1,Europe
2025-01-05,Paris,0.42,2025,1,1,5,1,Europe
2025-01-05,Rome,0.68,2025,1,1,5,1,Europe
2025-01-05,Venice,0.68,2025,1,1,5,1,Europe
2025-01-12,Amsterdam,0.48,2025,1,1,12,2,Europe
2025-01-12,Barcelona,0.39,2025,1,1,12,2,Europe
2025-01-12,London,0.48,2025,1,1,12,2,Europe
2025-01-12,Paris,0.47,2025,1,1,12,2,Europe
2025-01-12,Rome,0.67,2025,1,1,12,2,Europe
2025-01-12,Venice,0.67,2025,1,1,12,2,Europe
2025-01-19,Amsterdam,0.45,2025,1,1,19,3,Europe
2025-01-19,Barcelona,0.38,2025,1,1,19,3,Europe
2025-01-19,London,0.44,2025,1,1,19,3,Europe
2025-01-19,Paris,0.39,2025,1,1,19,3,Europe
2025-01-19,Rome,0.63,2025,1,1,19,3,Europe
2025-01-19,Venice,0.54,2025,1,1,19,3,Europe
2025-01-26,Amsterdam,0.45,2025,1,1,26,4,Europe
2025-01-26,Barcelona,0.35,2025,1,1,26,4,Europe
2025-01-26,London,0.41,2025,1,1,26,4,Europe
2025-01-26,Paris,0.38,2025,1,1,26,4,Europe
2025-01-26,Rome,0.59,2025,1,1,26,4,Europe
2025-01-26,Venice,0.48,2025,1,1,26,4,Europe
2025-02-02,Amsterdam,0.43,2025,2,1,33,5,Europe
2025-02-02,Barcelona,0.31,2025,2,1,33,5,Europe
2025-02-02,London,0.41,2025,2,1,33,5,Europe
2025-02-02,Paris,0.35,2025,2,1,33,5,Europe
2025-02-02,Rome,0.58,2025,2,1,33,5,Europe
2025-02-02,Venice,0.51,2025,2,1,33,5,Europe
2025-02-09,Amsterdam,0.41,2025,2,1,40,6,Europe
2025-02-09,Barcelona,0.3,2025,2,1,40,6,Europe
2025-02-09,London,0.4,2025,2,1,40,6,Europe
2025-02-09,Paris,0.37,2025,2,1,40,6,Europe
2025-02-09,Rome,0.5,2025,2,1,40,6,Europe
2025-02-09,Venice,0.55,2025,2,1,40,6,Europe
2025-02-16,Amsterdam,0.48,2025,2,1,47,7,Europe
2025-02-16,Barcelona,0.35,2025,2,1,47,7,Europe
2025-02-16,London,0.45,2025,2,1,47,7,Europe
2025-02-16,Paris,0.36,2025,2,1,47,7,Europe
2025-02-16,Rome,0.6,2025,2,1,47,7,Europe
2025-02-16,Venice,0.55,2025,2,1,47,7,Europe
2025-02-23,Amsterdam,0.46,2025,2,1,54,8,Europe
2025-02-23,Barcelona,0.34,2025,2,1,54,8,Europe
2025-02-23,London,0.44,2025,2,1,54,8,Europe
2025-02-23,Paris,0.39,2025,2,1,54,8,Europe
2025-02-23,Rome,0.61,2025,2,1,54,8,Europe
2025-02-23,Venice,0.54,2025,2,1,54,8,Europe
2025-03-02,Amsterdam,0.46,2025,3,1,61,9,Europe
2025-03-02,Barcelona,0.34,2025,3,1,61,9,Europe
2025-03-02,London,0.41,2025,3,1,61,9,Europe
2025-03-02,Paris,0.35,2025,3,1,61,9,Europe
2025-03-02,Rome,0.59,2025,3,1,61,9,Europe
2025-03-02,Venice,0.54,2025,3,1,61,9,Europe
2025-03-09,Amsterdam,0.46,2025,3,1,68,10,Europe
2025-03-09,Barcelona,0.34,2025,3,1,68,10,Europe
2025-03-09,London,0.39,2025,3,1,68,10,Europe
2025-03-09,Paris,0.39,2025,3,1,68,10,Europe
2025-03-09,Rome,0.59,2025,3,1,68,10,Europe
2025-03-09,Venice,0.56,2025,3,1,68,10,Europe
2025-03-16,Amsterdam,0.43,2025,3,1,75,11,Europe
2025-03-16,Barcelona,0.34,2025,3,1,75,11,Europe
2025-03-16,London,0.46,2025,3,1,75,11,Europe
2025-03-16,Paris,0.39,2025,3,1,75,11,Europe
2025-03-16,Rome,0.57,2025,3,1,75,11,Europe
2025-03-16,Venice,0.59,2025,3,1,75,11,Europe
2025-03-23,Amsterdam,0.43,2025,3,1,82,12,Europe
2025-03-23,Barcelona,0.33,2025,3,1,82,12,Europe
2025-03-23,London,0.42,2025,3,1,82,12,Europe
2025-03-23,Paris,0.38,2025,3,1,82,12,Europe
2025-03-23,Rome,0.56,2025,3,1,82,12,Europe
2025-03-23,Venice,0.63,2025,3,1,82,12,Europe
2025-03-30,Amsterdam,0.42,2025,3,1,89,13,Europe
2025-03-30,Barcelona,0.36,2025,3,1,89,13,Europe
2025-03-30,London,0.41,2025,3,1,89,13,Europe
2025-03-30,Paris,0.4,2025,3,1,89,13,Europe
2025-03-30,Rome,0.57,2025,3,1,89,13,Europe
2025-03-30,Venice,0.52,2025,3,1,89,13,Europe
2025-04-06,Amsterdam,0.45,2025,4,2,96,14,Europe
2025-04-06,Barcelona,0.36,2025,4,2,96,14,Europe
2025-04-06,London,0.44,2025,4,2,96,14,Europe
2025-04-06,Paris,0.37,2025,4,2,96,14,Europe
2025-04-06,Rome,0.68,2025,4,2,96,14,Europe
2025-04-06,Venice,0.57,2025,4,2,96,14,Europe
2025-04-13,Amsterdam,0.48,2025,4,2,103,15,Europe
2025-04-13,Barcelona,0.35,2025,4,2,103,15,Europe
2025-04-13,London,0.46,2025,4,2,103,15,Europe
2025-04-13,Paris,0.41,2025,4,2,103,15,Europe
2025-04-13,Rome,0.57,2025,4,2,103,15,Europe
2025-04-13,Venice,0.54,2025,4,2,103,15,Europe
2025-04-20,Amsterdam,0.47,2025,4,2,110,16,Europe
2025-04-20,Barcelona,0.36,2025,4,2,110,16,Europe
2025-04-20,London,0.44,2025,4,2,110,16,Europe
2025-04-20,Paris,0.39,2025,4,2,110,16,Europe
2025-04-20,Rome,0.74,2025,4,2,110,16,Europe
2025-04-20,Venice,0.59,2025,4,2,110,16,Europe
2025-04-27,Amsterdam,0.42,2025,4,2,117,17,Europe
2025-04-27,Barcelona,0.33,2025,4,2,117,17,Europe
2025-04-27,London,0.42,2025,4,2,117,17,Europe
2025-04-27,Paris,0.39,2025,4,2,117,17,Europe
2025-04-27,Rome,0.67,2025,4,2,117,17,Europe
2025-04-27,Venice,0.59,2025,4,2,117,17,Europe
2025-05-04,Amsterdam,0.39,2025,5,2,124,18,Europe
2025-05-04,Barcelona,0.37,2025,5,2,124,18,Europe
2025-05-04,London,0.42,2025,5,2,124,18,Europe
2025-05-04,Paris,0.39,2025,5,2,124,18,Europe
2025-05-04,Rome,0.65,2025,5,2,124,18,Europe
2025-05-04,Venice,0.58,2025,5,2,124,18,Europe
2025-05-11,Amsterdam,0.43,2025,5,2,131,19,Europe
2025-05-11,Barcelona,0.35,2025,5,2,131,19,Europe
2025-05-11,London,0.41,2025,5,2,131,19,Europe
2025-05-11,Paris,0.4,2025,5,2,131,19,Europe
2025-05-11,Rome,0.7,2025,5,2,131,19,Europe
2025-05-11,Venice,0.52,2025,5,2,131,19,Europe
2025-05-18,Amsterdam,0.45,2025,5,2,138,20,Europe
2025-05-18,Barcelona,0.35,2025,5,2,138,20,Europe
2025-05-18,London,0.41,2025,5,2,138,20,Europe
2025-05-18,Paris,0.4,2025,5,2,138,20,Europe
2025-05-18,Rome,0.65,2025,5,2,138,20,Europe
2025-05-18,Venice,0.61,2025,5,2,138,20,Europe
2025-05-25,Amsterdam,0.45,2025,5,2,145,21,Europe
2025-05-25,Barcelona,0.36,2025,5,2,145,21,Europe
2025-05-25,London,0.46,2025,5,2,145,21,Europe
2025-05-25,Paris,0.41,2025,5,2,145,21,Europe
2025-05-25,Rome,0.62,2025,5,2,145,21,Europe
2025-05-25,Venice,0.66,2025,5,2,145,21,Europe
2025-06-01,Amsterdam,0.44,2025,6,2,152,22,Europe
2025-06-01,Barcelona,0.37,2025,6,2,152,22,Europe
2025-06-01,London,0.41,2025,6,2,152,22,Europe
2025-06-01,Paris,0.42,2025,6,2,152,22,Europe
2025-06-01,Rome,0.63,2025,6,2,152,22,Europe
2025-06-01,Venice,0.65,2025,6,2,152,22,Europe
2025-06-08,Amsterdam,0.39,2025,6,2,159,23,Europe
2025-06-08,Barcelona,0.35,2025,6,2,159,23,Europe
2025-06-08,London,0.43,2025,6,2,159,23,Europe
2025-06-08,Paris,0.41,2025,6,2,159,23,Europe
2025-06-08,Rome,0.59,2025,6,2,159,23,Europe
2025-06-08,Venice,0.56,2025,6,2,159,23,Europe
